Journal,OA (%),Specialism (% Category Papers),Average Category Papers / Year,Average Citation Categories,Average News Mentions,Average Twitter Mentions
International Journal of Cancer Research & Therapy,"92,86 %","31,39 %","6,14","0,26",0,0
International Journal of Diabetes & Metabolic Disorders,"88,03 %","10,48 %","2,5","0,13",0,0
Case Medical Research,"0,82 %","0,92 %","50,15","1,29",0,0
Archives of Basic and Clinical Research,100 %,"14,69 %",3,"0,15",0,0
Infusion & Chemotherapy,"99,59 %","17,91 %","9,62","0,27",0,0
Erfahrungsheilkunde,"6,97 %","3,42 %","1,71","0,25",0,0
International Journal of Digital Earth,"77,09 %","4,09 %",5,"8,92",0,"0,19"
Malaysian Journal of Medicine and Health Sciences,"99,2 %","5,34 %","5,57","0,24",0,0
Haematology International Journal,"92,71 %","19,02 %","3,78","0,14",0,0
Brazilian Journal of Development,"69,82 %","0,54 %","18,24","0,23",0,0
Fire science and engineering,"97,24 %","2,43 %","1,86","0,47",0,0
Journal of Dermatology Research,"90,98 %","14,55 %","2,29","0,03",0,"0,38"
Journal of Oral & Dental Health,"80,28 %",20 %,"1,86","0,08",0,0
Journal of Emerging Investigators,"97,83 %","4,51 %","5,57","0,08",0,0
Archives of Infectious Diseases & Therapy,"98,2 %","23,44 %","4,29","0,03",0,0
Journal of Ayurveda and Integrated Medical Sciences,"69,97 %","2,85 %","4,71","0,1",0,0
Journal of Medical Case Reports and Case Series,"95,46 %","10,88 %","4,57","0,09",0,0
EAS Journal of Radiology and Imaging Technology,100 %,16 %,"1,71","0,05",0,0
PharmacoEconomics & Outcomes News,"5,34 %","0,56 %","2,43","0,02",0,0
Open Access Journal of Cancer & Oncology,100 %,"26,51 %","3,14","0,18",0,0
UKRAINIAN JOURNAL HEALTH OF WOMAN,"98,7 %","14,77 %","1,86",0,0,0
Genes and Cells,"25,28 %","10,74 %",6,"0,69",0,0
Journal of Health and Medical Sciences,"94,17 %","6,6 %","2,71","0,54",0,"0,03"
Crop and Pasture Science,"25,21 %","2,04 %",2,"20,68",0,"0,4"
Tropical Journal of Pharmaceutical Research,100 %,"6,09 %","17,9","1,54",0,"0,01"
University of Thi-Qar Journal of Science,100 %,"2,48 %","2,94","0,43",0,0
Tạp chí Truyền nhiễm Việt Nam,"91,86 %","6,82 %","1,71",0,0,0
Turkiye Klinikleri Journal of Medical Sciences,"99,44 %","7,51 %","3,57","0,5",0,0
Journal of Volgograd State Medical University,"99,62 %","5,36 %","6,12","0,41",0,0
Abstracts with programs (Geological Society of America),"3,67 %","0,3 %","11,43","0,01",0,0
Journal of Gynecology & Reproductive Medicine,"90,75 %","9,57 %","2,01","0,12",0,0
Gene Cell and Tissue,"88,49 %","10,14 %","3,14","1,29",0,"0,03"
Тромбоз гемостаз и реология,0 %,"5,75 %","1,86",0,0,0
Turkderm,100 %,"5,02 %","1,71","0,9",0,0
Archivos Españoles de Urología,"0,59 %","5,49 %","6,72","0,91",0,"0,38"
Revista Brasileira de Geografia Física,100 %,"1,62 %","3,43","1,29",0,0
Iraqi Journal of Cancer and Medical Genetics,"99,77 %","25,6 %","7,57","0,2",0,0
Biomedical Letters,"12,24 %","17,39 %","1,71","1,25",0,0
GSC Biological and Pharmaceutical Sciences,"97,49 %","3,65 %","9,56","0,58",0,0
Cancer Plus,"98,21 %","36,49 %","3,86","0,95",0,0
Journal of Environmental Biology,"99,18 %","1,75 %","1,78","1,85",0,0
Era's journal of medical research,"77,5 %","15,92 %","4,57","0,04",0,0
Open Access Journal of Endocrinology,"94,27 %",100 %,"10,57","0,16",0,0
Cancer Research Statistics and Treatment,100 %,"5,69 %","9,96","5,26",0,"0,68"
Headache Medicine,100 %,"4,58 %","2,43","0,09",0,0
EMBRIO,100 %,"13,16 %","2,14","0,79",0,0
Veterinaria i kormlenie,"99,48 %","4,18 %","4,14","0,2",0,0
ISEE Conference Abstracts,"54,34 %","1,46 %","15,64","0,19",0,"0,02"
Interventional Neuroradiology,"62,85 %","3,82 %","6,57","4,25",0,"2,31"
European Journal of Emergency Medicine,"24,24 %","2,65 %","2,14","5,18",0,"5,06"
JOURNAL OF CLINICAL AND BIOMEDICAL SCIENCES,100 %,"18,13 %","4,14","0,11",0,0
PEDIATRIA Journal named after G N SPERANSKY,"0,11 %","8,59 %","16,21","0,75",0,0
Journal of Pulmonology Research & Reports,"95,4 %","28,57 %","2,57","0,25",0,0
International Journal for Innovation Education and Research,"96,33 %","1,35 %","3,57","0,48",0,0
MedAlliance,"3,99 %","30,28 %","9,21","0,43",0,0
International Journal of Zoological Investigations,"99,47 %","3,27 %","3,43","0,42",0,0
Güncel Retina Dergisi (Current Retina Journal),"41,12 %","31,73 %",17,"0,08",0,0
Korean Journal of Neuromuscular Disorders,100 %,"37,25 %","2,71",0,0,0
Journal of Orthopedic and Spine Trauma,100 %,"8,25 %","2,29","0,04",0,0
Immuno,100 %,"19,67 %","3,43","4,44",0,"4,53"
Air and Water Components of the Environment Conference,100 %,"18,29 %","4,29","0,66",0,0
Ibom Medical Journal,"97,69 %","9,97 %","4,14","0,15",0,0
International Archives of Endocrinology Clinical Research,100 %,"92,86 %","3,71","0,42",0,0
International Journal of Clinical and Biomedical Research,"75,55 %","10,48 %","1,86","0,9",0,0
The Pharmaceutical Journal,"5,52 %","0,24 %","2,07","0,05","0,05",0
Tuijin Jishu/Journal of Propulsion Technology,"81,51 %","1,11 %","1,71","0,08",0,0
Tuberculosis Lung Diseases HIV Infection,"79,48 %","29,44 %","10,43","0,29",0,0
International Ayurvedic Medical Journal,"82,96 %","2,96 %","6,71","0,02",0,0
Chinese Journal of Ophthalmology,0 %,"9,96 %","19,43","1,58",0,"0,55"
Revista Argentina de Cardiologia,"87,69 %","3,08 %",3,"0,13",0,0
Journal of Associated Medical Sciences,100 %,"9,26 %","2,14",0,0,0
Journal of Geography Environment and Earth Science International,"92,24 %","5,79 %","4,57","0,95",0,"5,86"
International Journal of Medical Science and Public Health,"7,24 %","5,35 %","4,14","0,47",0,0
East African Scholars Journal of Medical Sciences,"91,48 %","15,48 %","3,71","0,07",0,0
International Journal of Current Microbiology and Applied Sciences,"99,93 %","0,42 %","10,01","0,49",0,0
Outbreak Surveillance Investigation & Response (OSIR) Journal,"97,37 %",20 %,"3,57","0,42",0,0
National Journal of Health Sciences,"99,35 %","14,22 %","4,29","0,52",0,0
Endocrinology&Metabolism International Journal,"88,91 %","53,33 %","14,86","0,26",0,0
GE Portuguese Journal of Gastroenterology,100 %,"24,91 %","20,14","2,98",0,"0,81"
European Journal of Rhinology and Allergy,100 %,"11,2 %",2,"0,59",0,0
Pakistan Postgraduate Medical Journal,"95,99 %","12,79 %","4,71","0,21",0,0
Kastamonu Medical Journal,"84,82 %","16,51 %","2,57","0,11",0,0
Archives of Neuroscience,"95,78 %","6,2 %","2,14","1,08",0,0
SAS Journal of Medicine,"92,88 %","9,94 %","11,09","0,04",0,"0,01"
Legume Research - An International Journal,"84,76 %","1,33 %","2,86","0,72",0,0
Medical & Clinical Research,"89,03 %","6,59 %","4,9","0,1",0,0
American Journal of Health Medicine and Nursing Practice,99 %,"9,33 %",2,0,0,0
Iraqi Journal of Embryos and Infertility Researches,"94,08 %","24,73 %","3,29","0,13",0,0
Revista Brasileira de Terapia Intensiva,100 %,"9,02 %","7,86","4,42",0,"1,5"
International Journal of Clinical & Experimental Dermatology,"85,88 %","20,34 %","1,71","0,27",0,0
Scholars Journal of Applied Medical Sciences,"93,95 %","4,4 %",11,"0,12",0,0
Mental Health Weekly,"4,31 %","0,56 %","1,71",0,0,"0,19"
Doctor Ru,"99,82 %","7,4 %","6,57","0,72",0,0
Iraqi Journal of Science,"97,52 %","1,79 %","6,76","0,99",0,0
International Journal of Environment and Climate Change,"97,98 %","3,13 %","18,16","0,77",0,"0,14"
Revista del Nacional,100 %,"11,19 %","2,14","0,45",0,"0,14"
Cardiology Open Access,"90,86 %","21,31 %","1,86","0,25",0,0
Asian Journal of Chemistry,"99,24 %","1,42 %","5,88","1,07",0,"0,01"
Medico-Legal Update,"66,97 %","2,51 %","7,29","0,27",0,0
DeckerMed Transitional Year Weekly Curriculum™,0 %,"12,8 %","4,57",0,0,0
International Journal of Biosciences (IJB),"60,87 %","1,65 %","2,71","0,23",0,0
Asian Journal of Geographical Research,"95,22 %","9,4 %",2,"0,88",0,0
Proceedings of the West Virginia Academy of Science,"99,74 %","6,53 %","5,43",0,0,0
Journal of Dermatology & Cosmetology,"92,88 %","5,31 %","1,71","0,1",0,0
Annals of Surgery Open,100 %,"16,67 %","11,43","3,08",0,"3,2"
Annals of Clinical and Medical Case Reports,"89,15 %","18,29 %","4,57","0,03",0,0
DeckerMed Obstetrics and Gynecology,0 %,"19,71 %","2,93",0,0,0
Physical Geography and Geomorphology,"84,23 %","17,69 %","3,29","0,39",0,0
African Journal of Paediatric Surgery,100 %,"21,15 %",10,"1,85",0,"0,3"
Journal of Ophthalmology & Clinical Research,"87,41 %","22,58 %",2,0,0,0
Respiratory Science,100 %,"30,62 %","3,5","0,33",0,0
Journal of Advance Research in Medical & Health Science (ISSN 2208-2425),"95,62 %","7,99 %","4,43","0,19",0,0
Oncology,"1,52 %","18,92 %",2,"0,12",0,0
JURNAL KREATIVITAS PENGABDIAN KEPADA MASYARAKAT (PKM),"96,86 %","1,22 %","2,57","0,06",0,0
Innovare Journal of Medical Sciences,100 %,"18,27 %","2,71","0,12",0,"0,05"
Comparative Biochemistry and Physiology Part D Genomics and Proteomics,"11,39 %","7,8 %","7,14","8,38",0,"0,98"
Journal of Clinical Review & Case Reports,"86,34 %","22,45 %","12,29","0,07",0,0
World Family Medicine Journal /Middle East Journal of Family Medicine,"91,01 %","7,14 %","4,2","0,23",0,"0,02"
Medical Scope Journal,"97,43 %","8,59 %","2,43","0,19",0,0
Journal of Wound Management and Research,"98,93 %","7,76 %","2,43","0,39",0,0
Russian Electronic Journal of Radiology,"94,27 %","10,2 %","7,43","0,55",0,0
European Journal of Clinical and Experimental Medicine,"98,95 %","8,07 %","4,77","0,39",0,0
Journal of Current Hematology & Oncology Research,"91,67 %","53,49 %","3,29","0,03",0,0
Acta Veterinaria Brasilica,100 %,"9,36 %",4,"1,03",0,0
Pakistan Journal of Public Health,"98,67 %","9,68 %","3,86","0,57",0,"0,13"
Journal of Regenerative Biology and Medicine,"44,61 %","13,87 %","2,71","0,07",0,0
Annals of Coloproctology,100 %,"22,24 %","15,57","6,44",0,"0,83"
The Journal of Liquid Biopsy,"85,94 %","14,65 %","3,29","0,32",0,"2,04"
Journal of Pediatrics & Neonatal Biology,"80,36 %","19,64 %","3,14","0,03",0,0
Contribuciones a las Ciencias Sociales,"91,25 %","0,36 %","2,57",0,0,0
AL-QADISIYAH MEDICAL JOURNAL,100 %,"18,49 %","3,14","0,03",0,0
Journal of Chitwan Medical College,100 %,"4,91 %","5,01","0,32",0,0
Journal of Genetic Engineering and Biotechnology Research,"88,77 %","17,2 %","2,29","0,05",0,0
Annals of the Academy of Romanian Scientists Series of Medicine,"97,53 %","27,91 %","1,71",0,0,0
International Journal of Pathogen Research,"97,97 %","15,1 %","6,43","0,87",0,0
THE INDIAN JOURNAL OF VETERINARY SCIENCES AND BIOTECHNOLOGY,"63,52 %","7,66 %","3,99","0,29",0,"0,02"
Libyan Journal of Medical Research,"83,14 %","11,88 %","1,71","0,05",0,0
International Journal of Research and Innovation in Applied Science,"53,45 %","1,98 %","1,71","0,09",0,0
Canadian Hematology Today,100 %,"93,33 %",4,"0,05",0,0
Journal of Lung Pulmonary & Respiratory Research,"94,41 %","18,15 %","4,36","1,8",0,"0,04"
Jurnal Kesehatan,100 %,"2,79 %",2,"1,08",0,0
International Journal of Clinical and Medical Education Research,"87,21 %","18,6 %","2,29","0,29",0,0
Journal of Medical Research and Surgery,"96,45 %",18 %,"3,86","0,03",0,0
Journal of Applied Sciences and Environmental Management,100 %,"2,2 %","6,2","2,19",0,"0,15"
Ophthalmologica Indonesiana,"88,69 %","13,8 %","14,43",0,0,0
Neurologijos seminarai,"98,67 %","8,13 %","2,43","0,02",0,0
International Journal of Ayurveda and Pharma Research,"99,81 %","3,75 %","5,23","0,19",0,0
The Nerve,100 %,"17,68 %","4,14","0,44",0,0
Philippine Journal of Surgical Specialties,98 %,"19,05 %","2,29",0,0,0
Український радіологічний та онкологічний журнал,100 %,"20,37 %","3,93","0,2",0,0
Clinical Pathology & Research Journal,"95,56 %","25,37 %","2,43","0,29",0,0
Kocaeli Medical Journal,"99,77 %","4,37 %","3,29","0,64",0,0
e-CliniC,"97,19 %","4,56 %","2,57","0,29",0,0
Journal of Advanced Biotechnology and Experimental Therapeutics,100 %,"7,8 %","2,29","1,45",0,0
Sibirskij medicinskij vestnik,"90,65 %","14,63 %","2,57",0,0,0
Journal of the Korean Academy of Pedtatric Dentistry,"99,67 %","6,22 %","1,86","0,13",0,0
Myanmar Health Sciences Research Journal,100 %,"26,67 %","1,71","0,08",0,0
Korean Journal of Legal Medicine,"99,2 %","14,5 %","2,71","0,36",0,0
Journal of Case Reports and Scientific Images,98 %,"20,73 %","2,43","0,1",0,0
Applied Surface Science,"11,07 %","0,13 %","4,29","16,33",0,"0,12"
Journal of Surgery Research and Practice,"96,3 %","19,35 %","1,71","0,08",0,"0,75"
JUNIOR MEDICAL RESEARCH,"72,17 %","27,4 %","2,86","0,19",0,0
DeckerMed Medicine,"0,47 %","11,77 %","4,54",0,0,0
International Journal For Multidisciplinary Research,"94,32 %","0,47 %","7,43","0,04",0,0
International Journal of Pathology and Clinical Research,"99,21 %","30,49 %","3,57","0,45",0,0
La Prensa Medica Argentina,"2,05 %","4,21 %","1,86","0,46",0,0
Revista Foco,"88,95 %","0,56 %","2,86",0,0,0
INDONESIAN JOURNAL OF CLINICAL PATHOLOGY AND MEDICAL LABORATORY,"84,94 %","12,02 %","14,86","0,33",0,0
MedNEXT Journal of Medical and Health Sciences,"92,77 %","9,04 %","4,29","0,05",0,0
Medicine & Health,"99,68 %","5,59 %","2,86",0,0,0
Cuadernos de Educación y Desarrollo,"91,8 %","0,6 %","2,14",0,0,0
Universal Journal of Public Health,"95,1 %","3,91 %","1,71","0,3",0,0
Translation The University of Toledo Journal of Medical Sciences,100 %,"20,15 %","7,86","0,15",0,0
Experimental Biomedical Research,"99,45 %","7,61 %","2,14","0,42",0,0
Journal of Clinical Medicine Bach Mai Hospital,0 %,"7,69 %","2,71",0,0,0
National Journal of Laboratory Medicine,100 %,"11,87 %","6,64","0,1",0,0
BioScientific Review,100 %,"14,18 %","2,71","0,44",0,0
Journal of Bahria University Medical and Dental College,"88,6 %","8,49 %","5,29","0,29",0,0
Video-Assisted Thoracic Surgery,"85,19 %","19,2 %","7,29","0,76",0,"0,04"
Journal of Vascular Nursing,"23,69 %","5,07 %",2,"2,33",0,"1,74"
Open Journal of Clinical and Medical Images,"99,53 %","31,89 %","8,43","0,05",0,0
Reactions Weekly,"2,84 %","0,03 %","5,04",0,0,0
The Open Biomarkers Journal,"94,05 %","24,14 %",2,"2,69",0,0
Infekcionnye bolezni,"0,11 %","14,32 %","7,71","0,46",0,0
International Journal for Research in Applied Science and Engineering Technology,"94,55 %","0,39 %","14,68","0,14",0,0
Journal of Pharmacognosy and Phytochemistry,"97,85 %","2,35 %","3,56","1,6",0,0
Experimental and Сlinical Urology,"79,04 %","3,59 %","2,29","0,34",0,0
Dentistry Journal,100 %,"4,48 %","8,14","6,63",0,"1,7"
Journal of Wasit for Science and Medicine,100 %,"3,42 %","2,07",0,0,0
Romanian Journal of Medical Practice,100 %,"10,12 %","6,2","0,17",0,0
Spravočnik vrača obŝej praktiki (Journal of Family Medicine),0 %,"14,22 %","9,29","0,04",0,0
Journal of Clinical Images and Medical Case Reports,"88,9 %","11,39 %","27,77","0,08",0,0
Case Studies in Chemical and Environmental Engineering,100 %,"2,19 %","2,29",5,0,"0,67"
International Journal of Biology and Life Sciences,"95,55 %","10,91 %","2,57","0,03",0,0
Northwestern Medical Journal,"91,59 %","15,79 %","2,14","0,15",0,0
American Journal of BioMedicine,"45,07 %","19,27 %",3,0,0,"0,97"
Journal of Gastroenterology & Digestive Systems,100 %,"20,99 %","2,43","0,68",0,0
International journal of cancer science & therapy,"95,45 %","56,67 %","2,43",0,0,0
Zdravstvena zastita,100 %,"12,5 %",3,"0,6",0,"0,05"
Archivos de la Sociedad Española de Oftalmología,"8,04 %","4,51 %","2,57","0,83",0,"1,4"
Acta Medica Iranica,100 %,"12,76 %","11,38","1,26",0,"0,01"
Kobe Journal of Medical Sciences,0 %,"24,48 %",5,"3,59",0,"0,56"
Stress Biology,100 %,"8,14 %",2,"4,25",0,"1,15"
The New Ropanasuri Journal of Surgery,100 %,"13,68 %","1,86","0,33",0,0
Al-Kufa University Journal for Biology,"99,56 %","10,08 %","2,13","0,05",0,0
Asian Pacific Journal of Cancer Care,100 %,"22,25 %","11,29","2,23",0,0
International Journal of Endocrinology and Diabetes,"16,67 %",75 %,"3,43","0,45",0,0
Frontiers in Medical Science Research,"99,64 %","2,74 %","1,71","0,04",0,0
Société Internationale d’Urologie Journal,100 %,"10,7 %","3,71","0,64",0,"1,29"
International Journal of Rare Diseases & Disorders,"98,33 %","98,31 %","8,29","0,82",0,0
Acta Geophysica,"20,78 %","15,11 %",28,"9,23",0,"0,22"
Biological and Clinical Sciences Research Journal,"95,13 %","6,13 %","7,57","0,66",0,0
World Journal of Biology Pharmacy and Health Sciences,"95,04 %","5,61 %","8,49","0,23",0,0
Современные проблемы науки и образования (Modern Problems of Science and Education),"95,61 %","1,39 %","9,07","0,28",0,0
Clinical Case Reports and Studies,100 %,"24,59 %","2,14",0,0,0
Ukrainian Antarctic Journal,100 %,"10,34 %","2,14","0,88",0,0
Journal of Pharmacy & Bioresources,"83,33 %","7,1 %","1,71","0,94",0,"0,25"
Italian Journal of Gynaecology and Obstetrics,"99,05 %","3,23 %","2,43","0,87",0,0
Journal of Water and Land Development,100 %,"6,42 %","5,43","4,73",0,"0,01"
The Open Public Health Journal,"95,53 %","4,68 %","4,86","1,87",0,"0,05"
Indian Journal of Pharmaceutical Sciences,"96,73 %","5,39 %","14,44","1,51",0,"0,08"
Jurnal Veteriner,100 %,"3,83 %","1,71","0,58",0,0
Open Access Journal of Gynecology,"92,98 %","12,65 %","2,24","0,29",0,0
FLORA AND FAUNA,"25,29 %","3,7 %","1,71","0,43",0,0
Global Journal of Medical Research,"94,74 %","10,52 %",7,"0,12",0,0
Terapevt (General Physician),0 %,5 %,"2,57","0,08",0,0
Portuguese Journal of Pediatrics,100 %,"11,23 %",3,"0,12",0,"0,4"
Medical Science of Ukraine (MSU),100 %,"6,63 %","2,79","0,25",0,0
Archivos de Neurociencias,"83,66 %","6,54 %","2,86","0,27",0,0
Spine Surgery and Related Research,100 %,"6,01 %","4,86","2,17",0,"0,14"
Oncology in Clinical Practice,100 %,"20,2 %","9,93","0,82",0,"0,02"
International Multidisciplinary Scientific GeoConference & EXPO SGEM,"2,02 %","1,16 %","10,71","0,92",0,0
Bioscientia Medicina Journal of Biomedicine and Translational Research,"95,8 %","8,34 %","10,25","0,43",0,0
International Seven Journal of Health Research,"89,17 %","6,84 %","2,29",0,0,0
International Journal of Case Reports in Surgery,"97,22 %","17,91 %","1,71",0,0,0
Rheumatology Research,100 %,"29,84 %","5,29","1,09",0,0
South African Journal of Animal Science,100 %,"3,36 %","2,71","2,33",0,0
Clinical anatomy and operative surgery,100 %,"4,82 %","2,29","0,09",0,0
E-Journal of Severe Storms Meteorology,100 %,"95,06 %",11,"3,8",0,0
Journal of Medicine in Scientific Research,100 %,"4,29 %",2,"0,42",0,0
Проблеми радіаційної медицини та радіобіології = Problems of Radiation Medicine and Radiobiology,"98,56 %","13,19 %","4,05","0,82",0,"0,72"
Beilstein Journal of Nanotechnology,100 %,"1,78 %","2,14","10,5",0,"4,75"
Photochemical & Photobiological Sciences,"59,23 %","2,34 %","4,14","18,37",0,"1,7"
International Journal of Engineering and Advanced Technology,"93,49 %","0,63 %","6,55","1,34",0,0
Pediatrics & Neonatal Biology Open Access,"97,14 %","18,09 %","2,43","0,08",0,0
Journal of Translational and Practical Medicine,100 %,"30,43 %",2,"0,28",0,0
JURNAL BIOLOGI PAPUA,100 %,"6,93 %","2,29","0,22",0,0
Indian Journal of Community Health,"99,2 %","4,62 %","4,43","1,22",0,"0,11"
International Journal of Science and Research Archive,"94,11 %","1,39 %","3,8","0,06",0,0
International Journal of Health Science,"93,24 %","1,44 %","5,5","0,05",0,0
The Bulletin of Contemporary Clinical Medicine,"83,37 %","3,81 %","2,94","0,38",0,0
Yakhak Hoeji,"0,27 %","4,46 %","2,14","0,19",0,0
Medical Science and Discovery,"98,62 %","7,24 %","6,57","0,2",0,0
Practical medicine,"0,09 %","6,69 %","10,93","0,23",0,0
Jurnal Akademika Baiturrahim Jambi,"93,13 %","5,76 %",2,"0,43",0,0
Asian Journal of Probability and Statistics,"97,85 %","2,93 %","2,49","0,54",0,0
Russian Journal of Allergy,"56,61 %","6,84 %","4,57","0,43",0,0
MedScien,"34,02 %","9,39 %","2,48","0,05",0,0
Chinese Journal of Integrative Nursing,100 %,"2,84 %","5,07",0,0,0
Revista Argentina de Cirugía,100 %,"18,95 %","5,14","0,12",0,"0,06"
Biocomputing,"0,78 %","5,49 %","1,86","4,45",0,"0,52"
International Journal of Innovative Research in Medical Science,"88,03 %","7,57 %","9,31","0,22",0,0
Japanese Journal of Gastroenterology and Hepatology,88 %,"11,54 %",3,"0,11",0,0
